1778625935.757615 server started (66537): version 3.6a, socket /tmp/tmux-1001/default, protocol 8
1778625935.757699 on Linux 7.0.5-1-aarch64-ARCH #1 SMP PREEMPT_DYNAMIC Fri May  8 09:46:42 UTC 2026
1778625935.757708 using libevent 2.1.12-stable poll
1778625935.757714 using ncurses 6.5 20240427
1778625935.798554 yylex_token: set-buffer
1778625935.798559 yylex_token: end at WS
1778625935.798563 yylex_token: --
1778625935.798570 yylex_token: end at }
1778625935.798574 yylex_token: #{q:mouse_word}
1778625935.798582 yylex_token: end at WS
1778625935.798587 yylex_token: #{?mouse_line,Copy Line,}
1778625935.798593 yylex_token: end at WS
1778625935.798597 yylex_token: l
1778625935.798603 yylex_token: end at WS
1778625935.798619 yylex_token: copy-mode
1778625935.798625 yylex_token: end at ;
1778625935.798630 yylex_token: -q
1778625935.798636 yylex_token: end at WS
1778625935.798641 yylex_token: set-buffer
1778625935.798646 yylex_token: end at WS
1778625935.798650 yylex_token: --
1778625935.798657 yylex_token: end at }
1778625935.798661 yylex_token: #{q:mouse_line}
1778625935.798667 yylex_token: end at WS
1778625935.798671 yylex_token: 
1778625935.798682 yylex_token: end at WS
1778625935.798687 yylex_token: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1778625935.798693 yylex_token: end at WS
1778625935.798697 yylex_token: C-h
1778625935.798703 yylex_token: end at WS
1778625935.798708 yylex_token: copy-mode
1778625935.798713 yylex_token: end at ;
1778625935.798718 yylex_token: -q
1778625935.798724 yylex_token: end at WS
1778625935.798729 yylex_token: send-keys
1778625935.798734 yylex_token: end at WS
1778625935.798738 yylex_token: -l
1778625935.798743 yylex_token: end at WS
1778625935.798748 yylex_token: --
1778625935.798755 yylex_token: end at }
1778625935.798760 yylex_token: #{q:mouse_hyperlink}
1778625935.798771 yylex_token: end at WS
1778625935.798777 yylex_token: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1778625935.798782 yylex_token: end at WS
1778625935.798787 yylex_token: h
1778625935.798792 yylex_token: end at WS
1778625935.798797 yylex_token: copy-mode
1778625935.798802 yylex_token: end at ;
1778625935.798807 yylex_token: -q
1778625935.798813 yylex_token: end at WS
1778625935.798818 yylex_token: set-buffer
1778625935.798823 yylex_token: end at WS
1778625935.798827 yylex_token: --
1778625935.798834 yylex_token: end at }
1778625935.798839 yylex_token: #{q:mouse_hyperlink}
1778625935.798844 yylex_token: end at WS
1778625935.798848 yylex_token: 
1778625935.798855 yylex_token: end at WS
1778625935.798860 yylex_token: Horizontal Split
1778625935.798865 yylex_token: end at WS
1778625935.798869 yylex_token: h
1778625935.798891 yylex_token: end at WS
1778625935.798897 yylex_token: split-window
1778625935.798902 yylex_token: end at }
1778625935.798907 yylex_token: -h
1778625935.798914 yylex_token: end at WS
1778625935.798919 yylex_token: Vertical Split
1778625935.798924 yylex_token: end at WS
1778625935.798928 yylex_token: v
1778625935.798935 yylex_token: end at WS
1778625935.798940 yylex_token: split-window
1778625935.798945 yylex_token: end at }
1778625935.798949 yylex_token: -v
1778625935.798954 yylex_token: end at WS
1778625935.798959 yylex_token: 
1778625935.798967 yylex_token: end at WS
1778625935.798972 yylex_token: #{?#{>:#{window_panes},1},,-}Swap Up
1778625935.798978 yylex_token: end at WS
1778625935.798982 yylex_token: u
1778625935.798988 yylex_token: end at WS
1778625935.798993 yylex_token: swap-pane
1778625935.798998 yylex_token: end at }
1778625935.799002 yylex_token: -U
1778625935.799011 yylex_token: end at WS
1778625935.799017 yylex_token: #{?#{>:#{window_panes},1},,-}Swap Down
1778625935.799022 yylex_token: end at WS
1778625935.799026 yylex_token: d
1778625935.799032 yylex_token: end at WS
1778625935.799037 yylex_token: swap-pane
1778625935.799042 yylex_token: end at }
1778625935.799046 yylex_token: -D
1778625935.799055 yylex_token: end at WS
1778625935.799060 yylex_token: #{?pane_marked_set,,-}Swap Marked
1778625935.799065 yylex_token: end at WS
1778625935.799070 yylex_token: s
1778625935.799076 yylex_token: end at }
1778625935.799081 yylex_token: swap-pane
1778625935.799086 yylex_token: end at WS
1778625935.799091 yylex_token: 
1778625935.799096 yylex_token: end at WS
1778625935.799101 yylex_token: Kill
1778625935.799106 yylex_token: end at WS
1778625935.799110 yylex_token: X
1778625935.799116 yylex_token: end at }
1778625935.799121 yylex_token: kill-pane
1778625935.799127 yylex_token: end at WS
1778625935.799132 yylex_token: Respawn
1778625935.799137 yylex_token: end at WS
1778625935.799141 yylex_token: R
1778625935.799147 yylex_token: end at WS
1778625935.799152 yylex_token: respawn-pane
1778625935.799157 yylex_token: end at }
1778625935.799161 yylex_token: -k
1778625935.799181 yylex_token: end at WS
1778625935.799187 yylex_token: #{?pane_marked,Unmark,Mark}
1778625935.799193 yylex_token: end at WS
1778625935.799198 yylex_token: m
1778625935.799204 yylex_token: end at WS
1778625935.799209 yylex_token: select-pane
1778625935.799214 yylex_token: end at }
1778625935.799218 yylex_token: -m
1778625935.799229 yylex_token: end at WS
1778625935.799235 yylex_token: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1778625935.799241 yylex_token: end at WS
1778625935.799245 yylex_token: z
1778625935.799251 yylex_token: end at WS
1778625935.799256 yylex_token: resize-pane
1778625935.799261 yylex_token: end at }
1778625935.799265 yylex_token: -Z
1778625935.799275 cmd_parse_build_commands 0:0: bind
1778625935.799281 cmd_parse_build_commands 0:1: -n
1778625935.799286 cmd_parse_build_commands 0:2: MouseDown3Pane
1778625935.799292 cmd_parse_build_commands 0:3 0:0: if
1778625935.799298 cmd_parse_build_commands 0:3 0:1: -Ft=
1778625935.799305 cmd_parse_build_commands 0:3 0:2: #{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}}
1778625935.799311 cmd_parse_build_commands 0:3 0:3 0:0: select-pane
1778625935.799317 cmd_parse_build_commands 0:3 0:3 0:1: -t=
1778625935.799322 cmd_parse_build_commands 0:3 0:3 1:0: send
1778625935.799327 cmd_parse_build_commands 0:3 0:3 1:1: -M
1778625935.799333 cmd_parse_build_commands 0:3 0:4 0:0: display-menu
1778625935.799339 cmd_parse_build_commands 0:3 0:4 0:1: -t=
1778625935.799344 cmd_parse_build_commands 0:3 0:4 0:2: -xM
1778625935.799349 cmd_parse_build_commands 0:3 0:4 0:3: -yM
1778625935.799354 cmd_parse_build_commands 0:3 0:4 0:4: -T
1778625935.799359 cmd_parse_build_commands 0:3 0:4 0:5: #[align=centre]#{pane_index} (#{pane_id})
1778625935.799366 cmd_parse_build_commands 0:3 0:4 0:6: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1778625935.799371 cmd_parse_build_commands 0:3 0:4 0:7: <
1778625935.799377 cmd_parse_build_commands 0:3 0:4 0:8 0:0: send
1778625935.799382 cmd_parse_build_commands 0:3 0:4 0:8 0:1: -X
1778625935.799388 cmd_parse_build_commands 0:3 0:4 0:8 0:2: history-top
1778625935.799394 cmd_parse_build_commands 0:3 0:4 0:9: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1778625935.799399 cmd_parse_build_commands 0:3 0:4 0:10: >
1778625935.799405 cmd_parse_build_commands 0:3 0:4 0:11 0:0: send
1778625935.799410 cmd_parse_build_commands 0:3 0:4 0:11 0:1: -X
1778625935.799416 cmd_parse_build_commands 0:3 0:4 0:11 0:2: history-bottom
1778625935.799421 cmd_parse_build_commands 0:3 0:4 0:12: 
1778625935.799427 cmd_parse_build_commands 0:3 0:4 0:13: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1778625935.799433 cmd_parse_build_commands 0:3 0:4 0:14: C-r
1778625935.799439 cmd_parse_build_commands 0:3 0:4 0:15 0:0: if
1778625935.799444 cmd_parse_build_commands 0:3 0:4 0:15 0:1: -F
1778625935.799450 cmd_parse_build_commands 0:3 0:4 0:15 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1778625935.799455 cmd_parse_build_commands 0:3 0:4 0:15 0:3: copy-mode -t=
1778625935.799461 cmd_parse_build_commands 0:3 0:4 0:15 1:0: send
1778625935.799466 cmd_parse_build_commands 0:3 0:4 0:15 1:1: -Xt=
1778625935.799472 cmd_parse_build_commands 0:3 0:4 0:15 1:2: search-backward
1778625935.799477 cmd_parse_build_commands 0:3 0:4 0:15 1:3: --
1778625935.799483 cmd_parse_build_commands 0:3 0:4 0:15 1:4: #{q:mouse_word}
1778625935.799489 cmd_parse_build_commands 0:3 0:4 0:16: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1778625935.799494 cmd_parse_build_commands 0:3 0:4 0:17: C-y
1778625935.799500 cmd_parse_build_commands 0:3 0:4 0:18 0:0: copy-mode
1778625935.799505 cmd_parse_build_commands 0:3 0:4 0:18 0:1: -q
1778625935.799511 cmd_parse_build_commands 0:3 0:4 0:18 1:0: send-keys
1778625935.799516 cmd_parse_build_commands 0:3 0:4 0:18 1:1: -l
1778625935.799521 cmd_parse_build_commands 0:3 0:4 0:18 1:2: --
1778625935.799527 cmd_parse_build_commands 0:3 0:4 0:18 1:3: #{q:mouse_word}
1778625935.799533 cmd_parse_build_commands 0:3 0:4 0:19: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1778625935.799550 cmd_parse_build_commands 0:3 0:4 0:20: c
1778625935.799557 cmd_parse_build_commands 0:3 0:4 0:21 0:0: copy-mode
1778625935.799562 cmd_parse_build_commands 0:3 0:4 0:21 0:1: -q
1778625935.799568 cmd_parse_build_commands 0:3 0:4 0:21 1:0: set-buffer
1778625935.799573 cmd_parse_build_commands 0:3 0:4 0:21 1:1: --
1778625935.799579 cmd_parse_build_commands 0:3 0:4 0:21 1:2: #{q:mouse_word}
1778625935.799585 cmd_parse_build_commands 0:3 0:4 0:22: #{?mouse_line,Copy Line,}
1778625935.799590 cmd_parse_build_commands 0:3 0:4 0:23: l
1778625935.799596 cmd_parse_build_commands 0:3 0:4 0:24 0:0: copy-mode
1778625935.799601 cmd_parse_build_commands 0:3 0:4 0:24 0:1: -q
1778625935.799607 cmd_parse_build_commands 0:3 0:4 0:24 1:0: set-buffer
1778625935.799612 cmd_parse_build_commands 0:3 0:4 0:24 1:1: --
1778625935.799618 cmd_parse_build_commands 0:3 0:4 0:24 1:2: #{q:mouse_line}
1778625935.799623 cmd_parse_build_commands 0:3 0:4 0:25: 
1778625935.799630 cmd_parse_build_commands 0:3 0:4 0:26: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1778625935.799636 cmd_parse_build_commands 0:3 0:4 0:27: C-h
1778625935.799642 cmd_parse_build_commands 0:3 0:4 0:28 0:0: copy-mode
1778625935.799647 cmd_parse_build_commands 0:3 0:4 0:28 0:1: -q
1778625935.799652 cmd_parse_build_commands 0:3 0:4 0:28 1:0: send-keys
1778625935.799658 cmd_parse_build_commands 0:3 0:4 0:28 1:1: -l
1778625935.799663 cmd_parse_build_commands 0:3 0:4 0:28 1:2: --
1778625935.799669 cmd_parse_build_commands 0:3 0:4 0:28 1:3: #{q:mouse_hyperlink}
1778625935.799675 cmd_parse_build_commands 0:3 0:4 0:29: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1778625935.799681 cmd_parse_build_commands 0:3 0:4 0:30: h
1778625935.799687 cmd_parse_build_commands 0:3 0:4 0:31 0:0: copy-mode
1778625935.799692 cmd_parse_build_commands 0:3 0:4 0:31 0:1: -q
1778625935.799698 cmd_parse_build_commands 0:3 0:4 0:31 1:0: set-buffer
1778625935.799703 cmd_parse_build_commands 0:3 0:4 0:31 1:1: --
1778625935.799709 cmd_parse_build_commands 0:3 0:4 0:31 1:2: #{q:mouse_hyperlink}
1778625935.799714 cmd_parse_build_commands 0:3 0:4 0:32: 
1778625935.799720 cmd_parse_build_commands 0:3 0:4 0:33: Horizontal Split
1778625935.799725 cmd_parse_build_commands 0:3 0:4 0:34: h
1778625935.799731 cmd_parse_build_commands 0:3 0:4 0:35 0:0: split-window
1778625935.799737 cmd_parse_build_commands 0:3 0:4 0:35 0:1: -h
1778625935.799743 cmd_parse_build_commands 0:3 0:4 0:36: Vertical Split
1778625935.799748 cmd_parse_build_commands 0:3 0:4 0:37: v
1778625935.799754 cmd_parse_build_commands 0:3 0:4 0:38 0:0: split-window
1778625935.799759 cmd_parse_build_commands 0:3 0:4 0:38 0:1: -v
1778625935.799765 cmd_parse_build_commands 0:3 0:4 0:39: 
1778625935.799771 cmd_parse_build_commands 0:3 0:4 0:40: #{?#{>:#{window_panes},1},,-}Swap Up
1778625935.799776 cmd_parse_build_commands 0:3 0:4 0:41: u
1778625935.799782 cmd_parse_build_commands 0:3 0:4 0:42 0:0: swap-pane
1778625935.799788 cmd_parse_build_commands 0:3 0:4 0:42 0:1: -U
1778625935.799794 cmd_parse_build_commands 0:3 0:4 0:43: #{?#{>:#{window_panes},1},,-}Swap Down
1778625935.799799 cmd_parse_build_commands 0:3 0:4 0:44: d
1778625935.799805 cmd_parse_build_commands 0:3 0:4 0:45 0:0: swap-pane
1778625935.799811 cmd_parse_build_commands 0:3 0:4 0:45 0:1: -D
1778625935.799816 cmd_parse_build_commands 0:3 0:4 0:46: #{?pane_marked_set,,-}Swap Marked
1778625935.799822 cmd_parse_build_commands 0:3 0:4 0:47: s
1778625935.799828 cmd_parse_build_commands 0:3 0:4 0:48 0:0: swap-pane
1778625935.799833 cmd_parse_build_commands 0:3 0:4 0:49: 
1778625935.799839 cmd_parse_build_commands 0:3 0:4 0:50: Kill
1778625935.799844 cmd_parse_build_commands 0:3 0:4 0:51: X
1778625935.799850 cmd_parse_build_commands 0:3 0:4 0:52 0:0: kill-pane
1778625935.799855 cmd_parse_build_commands 0:3 0:4 0:53: Respawn
1778625935.799860 cmd_parse_build_commands 0:3 0:4 0:54: R
1778625935.799866 cmd_parse_build_commands 0:3 0:4 0:55 0:0: respawn-pane
1778625935.799881 cmd_parse_build_commands 0:3 0:4 0:55 0:1: -k
1778625935.799893 cmd_parse_build_commands 0:3 0:4 0:56: #{?pane_marked,Unmark,Mark}
1778625935.799910 cmd_parse_build_commands 0:3 0:4 0:57: m
1778625935.799917 cmd_parse_build_commands 0:3 0:4 0:58 0:0: select-pane
1778625935.799923 cmd_parse_build_commands 0:3 0:4 0:58 0:1: -m
1778625935.799930 cmd_parse_build_commands 0:3 0:4 0:59: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1778625935.799935 cmd_parse_build_commands 0:3 0:4 0:60: z
1778625935.799941 cmd_parse_build_commands 0:3 0:4 0:61 0:0: resize-pane
1778625935.799947 cmd_parse_build_commands 0:3 0:4 0:61 0:1: -Z
1778625935.799955 cmd_parse_build_commands 0:0: if
1778625935.799961 cmd_parse_build_commands 0:1: -Ft=
1778625935.799968 cmd_parse_build_commands 0:2: #{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}}
1778625935.799974 cmd_parse_build_commands 0:3 0:0: select-pane
1778625935.799980 cmd_parse_build_commands 0:3 0:1: -t=
1778625935.799985 cmd_parse_build_commands 0:3 1:0: send
1778625935.799990 cmd_parse_build_commands 0:3 1:1: -M
1778625935.799997 cmd_parse_build_commands 0:4 0:0: display-menu
1778625935.800002 cmd_parse_build_commands 0:4 0:1: -t=
1778625935.800007 cmd_parse_build_commands 0:4 0:2: -xM
1778625935.800012 cmd_parse_build_commands 0:4 0:3: -yM
1778625935.800017 cmd_parse_build_commands 0:4 0:4: -T
1778625935.800023 cmd_parse_build_commands 0:4 0:5: #[align=centre]#{pane_index} (#{pane_id})
1778625935.800029 cmd_parse_build_commands 0:4 0:6: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1778625935.800034 cmd_parse_build_commands 0:4 0:7: <
1778625935.800040 cmd_parse_build_commands 0:4 0:8 0:0: send
1778625935.800046 cmd_parse_build_commands 0:4 0:8 0:1: -X
1778625935.800051 cmd_parse_build_commands 0:4 0:8 0:2: history-top
1778625935.800058 cmd_parse_build_commands 0:4 0:9: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1778625935.800063 cmd_parse_build_commands 0:4 0:10: >
1778625935.800069 cmd_parse_build_commands 0:4 0:11 0:0: send
1778625935.800074 cmd_parse_build_commands 0:4 0:11 0:1: -X
1778625935.800080 cmd_parse_build_commands 0:4 0:11 0:2: history-bottom
1778625935.800085 cmd_parse_build_commands 0:4 0:12: 
1778625935.800091 cmd_parse_build_commands 0:4 0:13: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1778625935.800097 cmd_parse_build_commands 0:4 0:14: C-r
1778625935.800102 cmd_parse_build_commands 0:4 0:15 0:0: if
1778625935.800108 cmd_parse_build_commands 0:4 0:15 0:1: -F
1778625935.800114 cmd_parse_build_commands 0:4 0:15 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1778625935.800120 cmd_parse_build_commands 0:4 0:15 0:3: copy-mode -t=
1778625935.800125 cmd_parse_build_commands 0:4 0:15 1:0: send
1778625935.800130 cmd_parse_build_commands 0:4 0:15 1:1: -Xt=
1778625935.800136 cmd_parse_build_commands 0:4 0:15 1:2: search-backward
1778625935.800142 cmd_parse_build_commands 0:4 0:15 1:3: --
1778625935.800147 cmd_parse_build_commands 0:4 0:15 1:4: #{q:mouse_word}
1778625935.800153 cmd_parse_build_commands 0:4 0:16: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1778625935.800159 cmd_parse_build_commands 0:4 0:17: C-y
1778625935.800165 cmd_parse_build_commands 0:4 0:18 0:0: copy-mode
1778625935.800170 cmd_parse_build_commands 0:4 0:18 0:1: -q
1778625935.800176 cmd_parse_build_commands 0:4 0:18 1:0: send-keys
1778625935.800181 cmd_parse_build_commands 0:4 0:18 1:1: -l
1778625935.800186 cmd_parse_build_commands 0:4 0:18 1:2: --
1778625935.800192 cmd_parse_build_commands 0:4 0:18 1:3: #{q:mouse_word}
1778625935.800198 cmd_parse_build_commands 0:4 0:19: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1778625935.800203 cmd_parse_build_commands 0:4 0:20: c
1778625935.800209 cmd_parse_build_commands 0:4 0:21 0:0: copy-mode
1778625935.800215 cmd_parse_build_commands 0:4 0:21 0:1: -q
1778625935.800220 cmd_parse_build_commands 0:4 0:21 1:0: set-buffer
1778625935.800226 cmd_parse_build_commands 0:4 0:21 1:1: --
1778625935.800231 cmd_parse_build_commands 0:4 0:21 1:2: #{q:mouse_word}
1778625935.800237 cmd_parse_build_commands 0:4 0:22: #{?mouse_line,Copy Line,}
1778625935.800253 cmd_parse_build_commands 0:4 0:23: l
1778625935.800260 cmd_parse_build_commands 0:4 0:24 0:0: copy-mode
1778625935.800266 cmd_parse_build_commands 0:4 0:24 0:1: -q
1778625935.800271 cmd_parse_build_commands 0:4 0:24 1:0: set-buffer
1778625935.800277 cmd_parse_build_commands 0:4 0:24 1:1: --
1778625935.800282 cmd_parse_build_commands 0:4 0:24 1:2: #{q:mouse_line}
1778625935.800287 cmd_parse_build_commands 0:4 0:25: 
1778625935.800294 cmd_parse_build_commands 0:4 0:26: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
